trial_number	block	onset	onset_delay	onset_unadjusted	amount_change	certain_amount	current_amount	duration	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
	0	-40.048	0.015	14.627				-0.001								{SPACE}		2.023	-38.025		Welcome	
	0	-38.001	0.024	16.674				5.0													LifeHappyPreview	
	0	-32.969	0.032	21.706				2.701												388.0	LifeHappiness	
	0	-12.909	0.013	41.766				4.0													BlockHappyPreview	
	0	-8.897	0.012	45.778				1.568								4{-4}4{-4}4{-4}4{-4}		1.568	-7.329	432.0	BlockStartHappiness	
	0	-2.277	0.021	52.398				-0.001								5.0					ScanWait	
	1	0.013	0.013	54.688				10.0													GetReady	
1.0	1	10.043	0.03	64.718	-1.62	0.0	9.7975	3.0	955.0	0.2	Outcome1	-1.62	0.5	0.0	No	2.0	-2.1224046810117	1.873	11.916		GetAnswer	Mixed
1.0	1	11.932	0.016	66.607	-1.62	0.0	9.7975	4.0	955.0	0.2	Outcome1	-1.62	0.5	0.0	No		-2.1224046810117				ShowChoice	Mixed
1.0	1	15.944	0.012	70.619	-1.62	0.0	9.7975	1.0	955.0	0.2	Outcome1	-1.62	0.5	0.0	No		-2.1224046810117				ShowResult	Mixed
1.0	1	16.964	0.02	71.639	-1.62	0.0	9.7975	2.431	955.0	0.2	Outcome1	-1.62	0.5	0.0	No		-2.1224046810117				ISITrial	Mixed
2.0	1	19.421	0.026	74.096	2.33	1.16	10.0887	3.0	955.0	1.68	Outcome2	4.5	2.33	0.0	No	2.0	-2.17176292940732	1.521	20.942		GetAnswer	Gain
2.0	1	20.959	0.017	75.634	2.33	1.16	10.0887	4.0	955.0	1.68	Outcome2	4.5	2.33	0.0	No		-2.17176292940732				ShowChoice	Gain
2.0	1	24.971	0.012	79.646	2.33	1.16	10.0887	1.0	955.0	1.68	Outcome2	4.5	2.33	0.0	No		-2.17176292940732				ShowResult	Gain
2.0	1	25.991	0.02	80.666	2.33	1.16	10.0887	4.568	955.0	1.68	Outcome2	4.5	2.33	0.0	No		-2.17176292940732				ISITrial	Gain
3.0	1	30.588	0.029	85.263	0.28	1.0	10.1237	3.0	955.0	0.2	Outcome2	2.5	0.28	2868.0	Yes	2.0	-2.22112117780294	1.355	31.943		GetAnswer	Mixed
3.0	1	31.959	0.016	86.634	0.28	1.0	10.1237	4.0	955.0	0.2	Outcome2	2.5	0.28	2868.0	Yes		-2.22112117780294				ShowChoice	Mixed
3.0	1	35.971	0.012	90.646	0.28	1.0	10.1237	1.0	955.0	0.2	Outcome2	2.5	0.28	2868.0	Yes		-2.22112117780294				ShowResult	Mixed
3.0	1	36.991	0.02	91.666	0.28	1.0	10.1237	3.243	955.0	0.2	Outcome2	2.5	0.28	2868.0	Yes		-2.22112117780294				ISITrial	Mixed
3.0	1	43.143	0.024	97.818	0.28	1.0	10.1237	1.532	955.0	0.2	Outcome2	2.5	0.28	2868.0	Yes		-2.22112117780294			436.0	TrialHappiness	Mixed
3.0	1	47.155	4.012	101.83	0.28	1.0	10.1237	3.472	955.0	0.2	Outcome2	2.5	0.28	2868.0	Yes		-2.22112117780294				ISIRate	Mixed
4.0	1	50.648	0.021	105.323	13.9	1.66	11.8612	3.0	955.0	3.6	Outcome1	13.9	3.31	0.0	No	2.0	10.593431483578698	1.13	51.778		GetAnswer	Loss
4.0	1	51.802	0.023	106.477	13.9	1.66	11.8612	4.0	955.0	3.6	Outcome1	13.9	3.31	0.0	No		10.593431483578698				ShowChoice	Loss
4.0	1	55.814	0.012	110.489	13.9	1.66	11.8612	1.0	955.0	3.6	Outcome1	13.9	3.31	0.0	No		10.593431483578698				ShowResult	Loss
4.0	1	56.834	0.02	111.509	13.9	1.66	11.8612	2.011	955.0	3.6	Outcome1	13.9	3.31	0.0	No		10.593431483578698				ISITrial	Loss
5.0	1	58.873	0.028	113.548	10.0	5.0	13.1112	3.0	955.0	5.0	Outcome1	10.0	12.3	2582.5	Yes	2.0	-2.30322763306908	1.015	59.888		GetAnswer	Loss
5.0	1	59.91	0.022	114.585	10.0	5.0	13.1112	4.0	955.0	5.0	Outcome1	10.0	12.3	2582.5	Yes		-2.30322763306908				ShowChoice	Loss
5.0	1	63.922	0.012	118.597	10.0	5.0	13.1112	1.0	955.0	5.0	Outcome1	10.0	12.3	2582.5	Yes		-2.30322763306908				ShowResult	Loss
5.0	1	64.941	0.019	119.616	10.0	5.0	13.1112	5.129	955.0	5.0	Outcome1	10.0	12.3	2582.5	Yes		-2.30322763306908				ISITrial	Loss
5.0	1	72.698	0.026	127.373	10.0	5.0	13.1112	0.776	955.0	5.0	Outcome1	10.0	12.3	2582.5	Yes		-2.30322763306908			528.0	TrialHappiness	Loss
5.0	1	76.71	4.012	131.385	10.0	5.0	13.1112	2.33	955.0	5.0	Outcome1	10.0	12.3	2582.5	Yes		-2.30322763306908				ISIRate	Loss
6.0	1	79.067	0.027	133.742	8.5	-0.86	14.1737	3.0	955.0	1.68	Outcome2	-1.71	8.5	0.0	No	2.0	10.2061155152888	1.819	80.886		GetAnswer	Gain
6.0	1	80.906	0.02	135.581	8.5	-0.86	14.1737	4.0	955.0	1.68	Outcome2	-1.71	8.5	0.0	No		10.2061155152888				ShowChoice	Gain
