trial_number	block	onset	onset_delay	onset_unadjusted	amount_change	certain_amount	current_amount	duration	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
	0	-28.42	0.022	24.364				-0.001								{SPACE}		0.977	-27.443		Welcome	
	0	-27.417	0.026	25.367				5.0													LifeHappyPreview	
	0	-22.385	0.032	30.399				3.636												168.0	LifeHappiness	
	0	-12.706	0.017	40.078				4.0													BlockHappyPreview	
	0	-8.694	0.012	44.09				0.96												536.0	BlockStartHappiness	
	0	-1.69	0.026	51.094				-0.001								5.0					ScanWait	
	1	0.015	0.015	52.799				10.0													GetReady	
1.0	1	10.045	0.03	62.829	-3.0	-3.0	9.625	3.0	955.0	1.2	Certain	-0.1	-7.22	0.0	No	4.0	7.117780294450741	0.92	10.965		GetAnswer	Mixed
1.0	1	10.981	0.016	63.765	-3.0	-3.0	9.625	4.0	955.0	1.2	Certain	-0.1	-7.22	0.0	No		7.117780294450741				ShowChoice	Mixed
1.0	1	15.01	0.029	67.794	-3.0	-3.0	9.625	1.0	955.0	1.2	Certain	-0.1	-7.22	0.0	No		7.117780294450741				ShowResult	Mixed
1.0	1	16.03	0.02	68.814	-3.0	-3.0	9.625	2.431	955.0	1.2	Certain	-0.1	-7.22	0.0	No		7.117780294450741				ISITrial	Mixed
2.0	1	18.487	0.026	71.271	13.1	2.76	11.2625	3.0	955.0	2.22	Outcome2	5.51	13.1	0.0	No	2.0	7.592298980747451	0.802	19.289		GetAnswer	Loss
2.0	1	19.306	0.017	72.09	13.1	2.76	11.2625	4.0	955.0	2.22	Outcome2	5.51	13.1	0.0	No		7.592298980747451				ShowChoice	Loss
2.0	1	23.335	0.029	76.119	13.1	2.76	11.2625	1.0	955.0	2.22	Outcome2	5.51	13.1	0.0	No		7.592298980747451				ShowResult	Loss
2.0	1	24.355	0.02	77.139	13.1	2.76	11.2625	4.568	955.0	2.22	Outcome2	5.51	13.1	0.0	No		7.592298980747451				ISITrial	Loss
3.0	1	28.952	0.029	81.736	2.1	-2.0	11.525	3.0	955.0	1.5	Outcome1	2.1	-5.97	2868.0	Yes	2.0	8.06681766704417	0.956	29.908		GetAnswer	Mixed
3.0	1	29.938	0.03	82.722	2.1	-2.0	11.525	4.0	955.0	1.5	Outcome1	2.1	-5.97	2868.0	Yes		8.06681766704417				ShowChoice	Mixed
3.0	1	33.967	0.029	86.751	2.1	-2.0	11.525	1.0	955.0	1.5	Outcome1	2.1	-5.97	2868.0	Yes		8.06681766704417				ShowResult	Mixed
3.0	1	34.987	0.02	87.771	2.1	-2.0	11.525	3.243	955.0	1.5	Outcome1	2.1	-5.97	2868.0	Yes		8.06681766704417				ISITrial	Mixed
3.0	1	41.138	0.024	93.922	2.1	-2.0	11.525	1.574	955.0	1.5	Outcome1	2.1	-5.97	2868.0	Yes		8.06681766704417			576.0	TrialHappiness	Mixed
3.0	1	45.15	4.012	97.934	2.1	-2.0	11.525	3.472	955.0	1.5	Outcome1	2.1	-5.97	2868.0	Yes		8.06681766704417				ISIRate	Mixed
4.0	1	48.644	0.022	101.428	9.04	4.52	12.655	3.0	955.0	1.82	Outcome2	10.7	9.04	0.0	No	2.0	-1.65666289165723	1.025	49.669		GetAnswer	Loss
4.0	1	49.697	0.028	102.481	9.04	4.52	12.655	4.0	955.0	1.82	Outcome2	10.7	9.04	0.0	No		-1.65666289165723				ShowChoice	Loss
4.0	1	53.726	0.029	106.51	9.04	4.52	12.655	1.0	955.0	1.82	Outcome2	10.7	9.04	0.0	No		-1.65666289165723				ShowResult	Loss
4.0	1	54.746	0.02	107.53	9.04	4.52	12.655	2.011	955.0	1.82	Outcome2	10.7	9.04	0.0	No		-1.65666289165723				ISITrial	Loss
5.0	1	56.785	0.028	109.569	2.61	1.3	12.9813	3.0	955.0	2.0	Outcome1	2.61	4.3	2582.5	Yes	2.0	-1.69243110607777	1.183	57.968		GetAnswer	Mixed
5.0	1	57.989	0.021	110.773	2.61	1.3	12.9813	4.0	955.0	2.0	Outcome1	2.61	4.3	2582.5	Yes		-1.69243110607777				ShowChoice	Mixed
5.0	1	62.017	0.028	114.801	2.61	1.3	12.9813	1.0	955.0	2.0	Outcome1	2.61	4.3	2582.5	Yes		-1.69243110607777				ShowResult	Mixed
5.0	1	63.037	0.02	115.821	2.61	1.3	12.9813	5.129	955.0	2.0	Outcome1	2.61	4.3	2582.5	Yes		-1.69243110607777				ISITrial	Mixed
5.0	1	70.794	0.026	123.578	2.61	1.3	12.9813	3.657	955.0	2.0	Outcome1	2.61	4.3	2582.5	Yes		-1.69243110607777			588.0	TrialHappiness	Mixed
5.0	1	74.822	4.028	127.606	2.61	1.3	12.9813	2.33	955.0	2.0	Outcome1	2.61	4.3	2582.5	Yes		-1.69243110607777				ISIRate	Mixed
6.0	1	77.18	0.028	129.964	0.7	-3.0	13.0688	3.0	955.0	0.3	Outcome1	0.7	-7.82	0.0	No	2.0	8.51642129105323	1.115	78.295		GetAnswer	Mixed
6.0	1	78.316	0.021	131.1	0.7	-3.0	13.0688	4.0	955.0	0.3	Outcome1	0.7	-7.82	0.0	No		8.51642129105323				ShowChoice	Mixed
6.0	1	82.328	0.012	135.112	0.7	-3.0	13.0688	1.0	955.0	0.3	Outcome1	0.7	-7.82	0.0	No		8.51642129105323				ShowResult	Mixed
6.0	1	83.348	0.02	136.132	0.7	-3.0	13.0688	6.232	955.0	0.3	Outcome1	0.7	-7.82	0.0	No		8.51642129105323				ISITrial	Mixed
7.0	1	89.6	0.02	142.384	0.0	0.0	13.0688	3.0	955.0	0.82	Certain	-0.21	1.5	0.0	No	4.0	-1.7141374103435303	1.266	90.866		GetAnswer	Mixed
7.0	1	90.887	0.02	143.671	0.0	0.0	13.0688	4.0	955.0	0.82	Certain	-0.21	1.5	0.0	No		-1.7141374103435303				ShowChoice	Mixed
7.0	1	94.899	0.012	147.683	0.0	0.0	13.0688	1.0	955.0	0.82	Certain	-0.21	1.5	0.0	No		-1.7141374103435303				ShowResult	Mixed
7.0	1	95.919	0.02	148.703	0.0	0.0	13.0688	2.305	955.0	0.82	Certain	-0.21	1.5	0.0	No		-1.7141374103435303				ISITrial	Mixed
8.0	1	98.243	0.019	151.027	13.9	2.28	14.8063	3.0	955.0	3.6	Outcome1	13.9	4.55	3112.5	Yes	2.0	9.34767836919592	0.9	99.143		GetAnswer	Loss
8.0	1	99.162	0.019	151.946	13.9	2.28	14.8063	4.0	955.0	3.6	Outcome1	13.9	4.55	3112.5	Yes		9.34767836919592				ShowChoice	Loss
8.0	1	103.191	0.029	155.975	13.9	2.28	14.8063	1.0	955.0	3.6	Outcome1	13.9	4.55	3112.5	Yes		9.34767836919592				ShowResult	Loss
8.0	1	104.21	0.019	156.994	13.9	2.28	14.8063	3.506	955.0	3.6	Outcome1	13.9	4.55	3112.5	Yes		9.34767836919592				ISITrial	Loss
8.0	1	110.88	0.03	163.664	13.9	2.28	14.8063	1.445	955.0	3.6	Outcome1	13.9	4.55	3112.5	Yes		9.34767836919592			588.0	TrialHappiness	Loss
8.0	1	114.909	4.029	167.693	13.9	2.28	14.8063	4.45	955.0	3.6	Outcome1	13.9	4.55	3112.5	Yes		9.34767836919592				ISIRate	Loss
9.0	1	119.389	0.03	172.173	12.3	1.27	16.3438	3.0	955.0	5.0	Outcome2	2.54	12.3	0.0	No	2.0	9.76330690826727	0.738	120.127		GetAnswer	Loss
9.0	1	120.141	0.014	172.925	12.3	1.27	16.3438	4.0	955.0	5.0	Outcome2	2.54	12.3	0.0	No		9.76330690826727				ShowChoice	Loss
9.0	1	124.17	0.029	176.954	12.3	1.27	16.3438	1.0	955.0	5.0	Outcome2	2.54	12.3	0.0	No		9.76330690826727				ShowResult	Loss
9.0	1	125.19	0.02	177.974	12.3	1.27	16.3438	2.0	955.0	5.0	Outcome2	2.54	12.3	0.0	No		9.76330690826727				ISITrial	Loss
10.0	1	127.213	0.023	179.997	-1.5	-6.0	16.1563	3.0	955.0	0.2	Outcome2	-11.68	-1.5	4000.0	Yes	2.0	10.178935447338601	1.381	128.594		GetAnswer	Mixed
10.0	1	128.617	0.023	181.401	-1.5	-6.0	16.1563	4.0	955.0	0.2	Outcome2	-11.68	-1.5	4000.0	Yes		10.178935447338601				ShowChoice	Mixed
10.0	1	132.629	0.012	185.413	-1.5	-6.0	16.1563	1.0	955.0	0.2	Outcome2	-11.68	-1.5	4000.0	Yes		10.178935447338601				ShowResult	Mixed
10.0	1	133.649	0.02	186.433	-1.5	-6.0	16.1563	2.0	955.0	0.2	Outcome2	-11.68	-1.5	4000.0	Yes		10.178935447338601				ISITrial	Mixed
10.0	1	139.7	0.029	192.484	-1.5	-6.0	16.1563	3.091	955.0	0.2	Outcome2	-11.68	-1.5	4000.0	Yes		10.178935447338601			608.0	TrialHappiness	Mixed
10.0	1	143.729	4.029	196.513	-1.5	-6.0	16.1563	8.0	955.0	0.2	Outcome2	-11.68	-1.5	4000.0	Yes		10.178935447338601				ISIRate	Mixed
11.0	1	151.753	0.024	204.537	0.0	0.0	16.1563	3.0	955.0	2.22	Certain	5.1	-5.15	0.0	No	4.0	10.254813137032802	1.35	153.103		GetAnswer	Gain
11.0	1	153.124	0.021	205.908	0.0	0.0	16.1563	4.0	955.0	2.22	Certain	5.1	-5.15	0.0	No		10.254813137032802				ShowChoice	Gain
11.0	1	157.152	0.028	209.936	0.0	0.0	16.1563	1.0	955.0	2.22	Certain	5.1	-5.15	0.0	No		10.254813137032802				ShowResult	Gain
11.0	1	158.172	0.02	210.956	0.0	0.0	16.1563	3.324	955.0	2.22	Certain	5.1	-5.15	0.0	No		10.254813137032802				ISITrial	Gain
12.0	1	161.515	0.019	214.299	9.9	4.95	17.3938	3.0	955.0	3.16	Outcome2	11.7	9.9	2618.75	Yes	2.0	-1.8042657606644	0.925	162.44		GetAnswer	Loss
12.0	1	162.468	0.028	215.252	9.9	4.95	17.3938	4.0	955.0	3.16	Outcome2	11.7	9.9	2618.75	Yes		-1.8042657606644				ShowChoice	Loss
12.0	1	166.48	0.012	219.264	9.9	4.95	17.3938	1.0	955.0	3.16	Outcome2	11.7	9.9	2618.75	Yes		-1.8042657606644				ShowResult	Loss
12.0	1	167.5	0.02	220.284	9.9	4.95	17.3938	6.642	955.0	3.16	Outcome2	11.7	9.9	2618.75	Yes		-1.8042657606644				ISITrial	Loss
12.0	1	176.811	0.022	229.595	9.9	4.95	17.3938	2.419	955.0	3.16	Outcome2	11.7	9.9	2618.75	Yes		-1.8042657606644			656.0	TrialHappiness	Loss
12.0	1	180.84	4.029	233.624	9.9	4.95	17.3938	2.475	955.0	3.16	Outcome2	11.7	9.9	2618.75	Yes		-1.8042657606644				ISIRate	Loss
13.0	1	183.347	0.032	236.131	-5.0	-5.0	16.7688	3.0	955.0	1.0	Certain	-10.53	-0.3	0.0	No	4.0	10.225368063420198	1.43	184.777		GetAnswer	Mixed
13.0	1	184.802	0.025	237.586	-5.0	-5.0	16.7688	4.0	955.0	1.0	Certain	-10.53	-0.3	0.0	No		10.225368063420198				ShowChoice	Mixed
13.0	1	188.83	0.028	241.614	-5.0	-5.0	16.7688	1.0	955.0	1.0	Certain	-10.53	-0.3	0.0	No		10.225368063420198				ShowResult	Mixed
13.0	1	189.85	0.02	242.634	-5.0	-5.0	16.7688	3.48	955.0	1.0	Certain	-10.53	-0.3	0.0	No		10.225368063420198				ISITrial	Mixed
14.0	1	193.361	0.031	246.145	6.23	3.12	17.5476	3.0	955.0	3.6	Outcome1	6.23	7.9	0.0	No	2.0	-1.67044167610419	0.912	194.273		GetAnswer	Gain
14.0	1	194.297	0.024	247.081	6.23	3.12	17.5476	4.0	955.0	3.6	Outcome1	6.23	7.9	0.0	No		-1.67044167610419				ShowChoice	Gain
14.0	1	198.325	0.028	251.109	6.23	3.12	17.5476	1.0	955.0	3.6	Outcome1	6.23	7.9	0.0	No		-1.67044167610419				ShowResult	Gain
14.0	1	199.345	0.02	252.129	6.23	3.12	17.5476	5.019	955.0	3.6	Outcome1	6.23	7.9	0.0	No		-1.67044167610419				ISITrial	Gain
15.0	1	204.394	0.03	257.178	4.1	-1.0	18.0601	3.0	955.0	1.5	Outcome1	4.1	-6.8	3348.5	Yes	2.0	10.9026047565119	0.889	205.283		GetAnswer	Mixed
15.0	1	205.313	0.03	258.097	4.1	-1.0	18.0601	4.0	955.0	1.5	Outcome1	4.1	-6.8	3348.5	Yes		10.9026047565119				ShowChoice	Mixed
15.0	1	209.342	0.029	262.126	4.1	-1.0	18.0601	1.0	955.0	1.5	Outcome1	4.1	-6.8	3348.5	Yes		10.9026047565119				ShowResult	Mixed
15.0	1	210.362	0.02	263.146	4.1	-1.0	18.0601	7.614	955.0	1.5	Outcome1	4.1	-6.8	3348.5	Yes		10.9026047565119				ISITrial	Mixed
15.0	1	221.378	0.029	274.162	4.1	-1.0	18.0601	1.945	955.0	1.5	Outcome1	4.1	-6.8	3348.5	Yes		10.9026047565119			640.0	TrialHappiness	Mixed
15.0	1	225.39	4.012	278.174	4.1	-1.0	18.0601	5.394	955.0	1.5	Outcome1	4.1	-6.8	3348.5	Yes		10.9026047565119				ISIRate	Mixed
16.0	1	230.806	0.022	283.59	1.31	2.0	18.2239	3.0	955.0	0.52	Outcome1	1.31	3.1	0.0	No	2.0	-1.79180822952057	1.019	231.825		GetAnswer	Mixed
16.0	1	231.842	0.017	284.626	1.31	2.0	18.2239	4.0	955.0	0.52	Outcome1	1.31	3.1	0.0	No		-1.79180822952057				ShowChoice	Mixed
