trial_number	block	onset	onset_delay	onset_unadjusted	amount_change	certain_amount	current_amount	duration	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
	0	-35.639	0.021	9.225				-0.001								{SPACE}		3.325	-32.314		Welcome	
	0	-32.295	0.019	12.569				5.0													LifeHappyPreview	
	0	-27.264	0.031	17.6				1.296												672.0	LifeHappiness	
	0	-12.453	0.021	32.411				4.0													BlockHappyPreview	
	0	-8.441	0.012	36.423				0.793												688.0	BlockStartHappiness	
	0	-2.088	0.019	42.776				-0.001								5.0					ScanWait	
	1	0.018	0.018	44.882				10.0													GetReady	
1.0	1	10.048	0.03	54.912	4.82	2.41	10.6025	3.0	955.0	3.6	Outcome1	4.82	5.9	0.0	No	2.0	-1.08352208380521	0.849	10.897		GetAnswer	Gain
1.0	1	10.917	0.02	55.781	4.82	2.41	10.6025	4.0	955.0	3.6	Outcome1	4.82	5.9	0.0	No		-1.08352208380521				ShowChoice	Gain
1.0	1	14.929	0.012	59.793	4.82	2.41	10.6025	1.0	955.0	3.6	Outcome1	4.82	5.9	0.0	No		-1.08352208380521				ShowResult	Gain
1.0	1	15.949	0.02	60.813	4.82	2.41	10.6025	2.431	955.0	3.6	Outcome1	4.82	5.9	0.0	No		-1.08352208380521				ISITrial	Gain
2.0	1	18.407	0.027	63.271	2.3	0.0	10.89	3.0	955.0	2.0	Outcome1	2.3	-2.54	0.0	No	2.0	4.83805209513024	0.713	19.12		GetAnswer	Mixed
2.0	1	19.142	0.022	64.006	2.3	0.0	10.89	4.0	955.0	2.0	Outcome1	2.3	-2.54	0.0	No		4.83805209513024				ShowChoice	Mixed
2.0	1	23.154	0.012	68.018	2.3	0.0	10.89	1.0	955.0	2.0	Outcome1	2.3	-2.54	0.0	No		4.83805209513024				ShowResult	Mixed
2.0	1	24.174	0.02	69.038	2.3	0.0	10.89	4.568	955.0	2.0	Outcome1	2.3	-2.54	0.0	No		4.83805209513024				ISITrial	Mixed
3.0	1	28.771	0.029	73.635	5.5	0.18	11.5775	3.0	955.0	2.8	Outcome2	0.36	5.5	2868.0	Yes	2.0	5.14043035107588	0.828	29.599		GetAnswer	Gain
3.0	1	29.623	0.024	74.487	5.5	0.18	11.5775	4.0	955.0	2.8	Outcome2	0.36	5.5	2868.0	Yes		5.14043035107588				ShowChoice	Gain
3.0	1	33.635	0.012	78.499	5.5	0.18	11.5775	1.0	955.0	2.8	Outcome2	0.36	5.5	2868.0	Yes		5.14043035107588				ShowResult	Gain
3.0	1	34.655	0.02	79.519	5.5	0.18	11.5775	3.243	955.0	2.8	Outcome2	0.36	5.5	2868.0	Yes		5.14043035107588				ISITrial	Gain
3.0	1	40.807	0.024	85.671	5.5	0.18	11.5775	1.226	955.0	2.8	Outcome2	0.36	5.5	2868.0	Yes		5.14043035107588			768.0	TrialHappiness	Gain
3.0	1	44.819	4.012	89.683	5.5	0.18	11.5775	3.472	955.0	2.8	Outcome2	0.36	5.5	2868.0	Yes		5.14043035107588				ISIRate	Gain
4.0	1	48.313	0.022	93.177	4.3	2.0	12.115	3.0	955.0	2.0	Outcome1	4.3	0.22	0.0	No	2.0	4.08380520951302	0.689	49.002		GetAnswer	Mixed
4.0	1	49.032	0.03	93.896	4.3	2.0	12.115	4.0	955.0	2.0	Outcome1	4.3	0.22	0.0	No		4.08380520951302				ShowChoice	Mixed
4.0	1	53.044	0.012	97.908	4.3	2.0	12.115	1.0	955.0	2.0	Outcome1	4.3	0.22	0.0	No		4.08380520951302				ShowResult	Mixed
4.0	1	54.063	0.019	98.927	4.3	2.0	12.115	2.011	955.0	2.0	Outcome1	4.3	0.22	0.0	No		4.08380520951302				ISITrial	Mixed
5.0	1	56.103	0.029	100.967	10.3	3.0	13.4025	3.0	955.0	5.0	Outcome1	10.3	6.0	2582.5	Yes	2.0	4.2955832389581	0.818	56.921		GetAnswer	Gain
5.0	1	56.939	0.018	101.803	10.3	3.0	13.4025	4.0	955.0	5.0	Outcome1	10.3	6.0	2582.5	Yes		4.2955832389581				ShowChoice	Gain
5.0	1	60.951	0.012	105.815	10.3	3.0	13.4025	1.0	955.0	5.0	Outcome1	10.3	6.0	2582.5	Yes		4.2955832389581				ShowResult	Gain
5.0	1	61.97	0.019	106.834	10.3	3.0	13.4025	5.129	955.0	5.0	Outcome1	10.3	6.0	2582.5	Yes		4.2955832389581				ISITrial	Gain
5.0	1	69.727	0.026	114.591	10.3	3.0	13.4025	1.176	955.0	5.0	Outcome1	10.3	6.0	2582.5	Yes		4.2955832389581			824.0	TrialHappiness	Gain
5.0	1	73.739	4.012	118.603	10.3	3.0	13.4025	2.33	955.0	5.0	Outcome1	10.3	6.0	2582.5	Yes		4.2955832389581				ISIRate	Gain
6.0	1	76.096	0.027	120.96	12.5	4.47	14.965	3.0	955.0	1.68	Outcome1	12.5	8.94	0.0	No	2.0	3.55605889014723	0.555	76.651		GetAnswer	Loss
6.0	1	76.664	0.013	121.528	12.5	4.47	14.965	4.0	955.0	1.68	Outcome1	12.5	8.94	0.0	No		3.55605889014723				ShowChoice	Loss
6.0	1	80.676	0.012	125.54	12.5	4.47	14.965	1.0	955.0	1.68	Outcome1	12.5	8.94	0.0	No		3.55605889014723				ShowResult	Loss
6.0	1	81.696	0.02	126.56	12.5	4.47	14.965	6.232	955.0	1.68	Outcome1	12.5	8.94	0.0	No		3.55605889014723				ISITrial	Loss
7.0	1	87.948	0.02	132.812	0.1	-2.0	14.9775	3.0	955.0	1.5	Outcome2	-3.6	0.1	0.0	No	2.0	3.7044167610419	0.463	88.411		GetAnswer	Mixed
7.0	1	88.433	0.021	133.297	0.1	-2.0	14.9775	4.0	955.0	1.5	Outcome2	-3.6	0.1	0.0	No		3.7044167610419				ShowChoice	Mixed
7.0	1	92.445	0.012	137.309	0.1	-2.0	14.9775	1.0	955.0	1.5	Outcome2	-3.6	0.1	0.0	No		3.7044167610419				ShowResult	Mixed
7.0	1	93.465	0.02	138.329	0.1	-2.0	14.9775	2.305	955.0	1.5	Outcome2	-3.6	0.1	0.0	No		3.7044167610419				ISITrial	Mixed
8.0	1	95.788	0.018	140.652	8.23	4.12	16.0063	3.0	955.0	2.0	Outcome1	8.23	8.9	3112.5	Yes	2.0	-0.667232918082295	0.567	96.355		GetAnswer	Gain
8.0	1	96.373	0.018	141.237	8.23	4.12	16.0063	4.0	955.0	2.0	Outcome1	8.23	8.9	3112.5	Yes		-0.667232918082295				ShowChoice	Gain
8.0	1	100.385	0.012	145.249	8.23	4.12	16.0063	1.0	955.0	2.0	Outcome1	8.23	8.9	3112.5	Yes		-0.667232918082295				ShowResult	Gain
8.0	1	101.405	0.02	146.269	8.23	4.12	16.0063	3.506	955.0	2.0	Outcome1	8.23	8.9	3112.5	Yes		-0.667232918082295				ISITrial	Gain
8.0	1	108.075	0.031	152.939	8.23	4.12	16.0063	2.348	955.0	2.0	Outcome1	8.23	8.9	3112.5	Yes		-0.667232918082295			816.0	TrialHappiness	Gain
8.0	1	112.087	4.012	156.951	8.23	4.12	16.0063	4.45	955.0	2.0	Outcome1	8.23	8.9	3112.5	Yes		-0.667232918082295				ISIRate	Gain
9.0	1	116.567	0.03	161.431	3.19	1.6	16.4051	3.0	955.0	1.2	Outcome2	3.9	3.19	0.0	No	2.0	-0.712061155152888	0.52	117.087		GetAnswer	Mixed
9.0	1	117.102	0.015	161.966	3.19	1.6	16.4051	4.0	955.0	1.2	Outcome2	3.9	3.19	0.0	No		-0.712061155152888				ShowChoice	Mixed
9.0	1	121.114	0.012	165.978	3.19	1.6	16.4051	1.0	955.0	1.2	Outcome2	3.9	3.19	0.0	No		-0.712061155152888				ShowResult	Mixed
9.0	1	122.134	0.02	166.998	3.19	1.6	16.4051	2.0	955.0	1.2	Outcome2	3.9	3.19	0.0	No		-0.712061155152888				ISITrial	Mixed
10.0	1	124.156	0.022	169.02	2.77	1.38	16.7513	3.0	955.0	0.82	Outcome1	2.77	3.5	4000.0	Yes	2.0	-0.7251793129482819	0.59	124.746		GetAnswer	Mixed
