trial_number	block	onset	onset_delay	onset_unadjusted	amount_change	certain_amount	current_amount	duration	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
	0	-41.424	0.013	29.237				-0.001								{SPACE}		3.257	-38.167		Welcome	
	0	-38.139	0.028	32.522				5.0													LifeHappyPreview	
	0	-33.108	0.031	37.553				1.564												624.0	LifeHappiness	
	0	-14.636	0.012	56.025				4.0													BlockHappyPreview	
	0	-10.624	0.012	60.037				2.314												576.0	BlockStartHappiness	
	0	-1.965	0.027	68.696				-0.001								5.0					ScanWait	
	1	0.025	0.025	70.686				10.0													GetReady	
1.0	1	10.038	0.013	80.699	0.0	0.0	10.0	3.0	955.0	0.66	Certain	-3.14	3.3	0.0	No	4.0	6.43827859569649	1.708	11.746		GetAnswer	Mixed
1.0	1	11.76	0.013	82.421	0.0	0.0	10.0	4.0	955.0	0.66	Certain	-3.14	3.3	0.0	No		6.43827859569649				ShowChoice	Mixed
1.0	1	15.772	0.012	86.433	0.0	0.0	10.0	1.0	955.0	0.66	Certain	-3.14	3.3	0.0	No		6.43827859569649				ShowResult	Mixed
1.0	1	16.792	0.02	87.453	0.0	0.0	10.0	2.431	955.0	0.66	Certain	-3.14	3.3	0.0	No		6.43827859569649				ISITrial	Mixed
2.0	1	19.249	0.026	89.91	-0.27	0.0	9.9662	3.0	955.0	0.66	Outcome1	-0.27	1.3	0.0	No	2.0	-1.5738014345035902	1.102	20.351		GetAnswer	Mixed
2.0	1	20.369	0.018	91.03	-0.27	0.0	9.9662	4.0	955.0	0.66	Outcome1	-0.27	1.3	0.0	No		-1.5738014345035902				ShowChoice	Mixed
2.0	1	24.381	0.012	95.042	-0.27	0.0	9.9662	1.0	955.0	0.66	Outcome1	-0.27	1.3	0.0	No		-1.5738014345035902				ShowResult	Mixed
2.0	1	25.401	0.02	96.062	-0.27	0.0	9.9662	4.568	955.0	0.66	Outcome1	-0.27	1.3	0.0	No		-1.5738014345035902				ISITrial	Mixed
3.0	1	29.998	0.029	100.659	0.9	-3.0	10.0787	3.0	955.0	0.4	Outcome1	0.9	-6.4	2868.0	Yes	2.0	7.296715741789349	1.783	31.781		GetAnswer	Mixed
3.0	1	31.803	0.022	102.464	0.9	-3.0	10.0787	4.0	955.0	0.4	Outcome1	0.9	-6.4	2868.0	Yes		7.296715741789349				ShowChoice	Mixed
3.0	1	35.815	0.012	106.476	0.9	-3.0	10.0787	1.0	955.0	0.4	Outcome1	0.9	-6.4	2868.0	Yes		7.296715741789349				ShowResult	Mixed
3.0	1	36.835	0.02	107.496	0.9	-3.0	10.0787	3.243	955.0	0.4	Outcome1	0.9	-6.4	2868.0	Yes		7.296715741789349				ISITrial	Mixed
3.0	1	42.987	0.024	113.648	0.9	-3.0	10.0787	0.225	955.0	0.4	Outcome1	0.9	-6.4	2868.0	Yes		7.296715741789349			520.0	TrialHappiness	Mixed
3.0	1	46.999	4.012	117.66	0.9	-3.0	10.0787	3.472	955.0	0.4	Outcome1	0.9	-6.4	2868.0	Yes		7.296715741789349				ISIRate	Mixed
4.0	1	50.492	0.021	121.153	6.7	2.0	10.9162	3.0	955.0	1.82	Outcome2	-1.98	6.7	0.0	No	2.0	8.67723669309173	1.666	52.158		GetAnswer	Gain
4.0	1	52.181	0.023	122.842	6.7	2.0	10.9162	4.0	955.0	1.82	Outcome2	-1.98	6.7	0.0	No		8.67723669309173				ShowChoice	Gain
4.0	1	56.193	0.012	126.854	6.7	2.0	10.9162	1.0	955.0	1.82	Outcome2	-1.98	6.7	0.0	No		8.67723669309173				ShowResult	Gain
4.0	1	57.212	0.019	127.873	6.7	2.0	10.9162	2.011	955.0	1.82	Outcome2	-1.98	6.7	0.0	No		8.67723669309173				ISITrial	Gain
5.0	1	59.252	0.029	129.913	5.1	0.0	11.5537	3.0	955.0	2.22	Outcome1	5.1	-4.07	2582.5	Yes	2.0	9.169875424688561	2.099	61.351		GetAnswer	Gain
5.0	1	61.375	0.024	132.036	5.1	0.0	11.5537	4.0	955.0	2.22	Outcome1	5.1	-4.07	2582.5	Yes		9.169875424688561				ShowChoice	Gain
5.0	1	65.387	0.012	136.048	5.1	0.0	11.5537	1.0	955.0	2.22	Outcome1	5.1	-4.07	2582.5	Yes		9.169875424688561				ShowResult	Gain
5.0	1	66.407	0.02	137.068	5.1	0.0	11.5537	5.129	955.0	2.22	Outcome1	5.1	-4.07	2582.5	Yes		9.169875424688561				ISITrial	Gain
5.0	1	74.163	0.026	144.824	5.1	0.0	11.5537	2.437	955.0	2.22	Outcome1	5.1	-4.07	2582.5	Yes		9.169875424688561			584.0	TrialHappiness	Gain
5.0	1	78.175	4.012	148.836	5.1	0.0	11.5537	2.33	955.0	2.22	Outcome1	5.1	-4.07	2582.5	Yes		9.169875424688561				ISIRate	Gain
6.0	1	80.532	0.027	151.193	-1.0	-1.0	11.4287	3.0	955.0	0.3	Certain	2.7	-5.88	0.0	No	4.0	8.5753114382786	2.379	82.911		GetAnswer	Mixed
6.0	1	82.923	0.012	153.584	-1.0	-1.0	11.4287	4.0	955.0	0.3	Certain	2.7	-5.88	0.0	No		8.5753114382786				ShowChoice	Mixed
6.0	1	86.935	0.012	157.596	-1.0	-1.0	11.4287	1.0	955.0	0.3	Certain	2.7	-5.88	0.0	No		8.5753114382786				ShowResult	Mixed
6.0	1	87.954	0.019	158.615	-1.0	-1.0	11.4287	6.232	955.0	0.3	Certain	2.7	-5.88	0.0	No		8.5753114382786				ISITrial	Mixed
7.0	1	94.206	0.02	164.867	5.9	1.0	12.1662	3.0	955.0	3.6	Outcome1	5.9	-3.1	0.0	No	2.0	8.995469988674971	1.465	95.671		GetAnswer	Gain
7.0	1	95.694	0.023	166.355	5.9	1.0	12.1662	4.0	955.0	3.6	Outcome1	5.9	-3.1	0.0	No		8.995469988674971				ShowChoice	Gain
7.0	1	99.706	0.012	170.367	5.9	1.0	12.1662	1.0	955.0	3.6	Outcome1	5.9	-3.1	0.0	No		8.995469988674971				ShowResult	Gain
7.0	1	100.726	0.02	171.387	5.9	1.0	12.1662	2.305	955.0	3.6	Outcome1	5.9	-3.1	0.0	No		8.995469988674971				ISITrial	Gain
8.0	1	103.049	0.018	173.71	-5.0	-5.0	11.5412	3.0	955.0	1.2	Certain	-9.52	-0.1	3112.5	Yes	4.0	9.41562853907135	2.132	105.181		GetAnswer	Mixed
8.0	1	105.206	0.025	175.867	-5.0	-5.0	11.5412	4.0	955.0	1.2	Certain	-9.52	-0.1	3112.5	Yes		9.41562853907135				ShowChoice	Mixed
8.0	1	109.218	0.012	179.879	-5.0	-5.0	11.5412	1.0	955.0	1.2	Certain	-9.52	-0.1	3112.5	Yes		9.41562853907135				ShowResult	Mixed
8.0	1	110.238	0.02	180.899	-5.0	-5.0	11.5412	3.506	955.0	1.2	Certain	-9.52	-0.1	3112.5	Yes		9.41562853907135				ISITrial	Mixed
8.0	1	116.891	0.014	187.552	-5.0	-5.0	11.5412	1.06	955.0	1.2	Certain	-9.52	-0.1	3112.5	Yes		9.41562853907135			568.0	TrialHappiness	Mixed
8.0	1	120.903	4.012	191.564	-5.0	-5.0	11.5412	4.45	955.0	1.2	Certain	-9.52	-0.1	3112.5	Yes		9.41562853907135				ISIRate	Mixed
9.0	1	125.383	0.03	196.044	9.9	-0.1	12.7787	3.0	955.0	3.6	Outcome2	-0.21	9.9	0.0	No	2.0	10.1075877689694	1.357	126.74		GetAnswer	Gain
9.0	1	126.754	0.014	197.415	9.9	-0.1	12.7787	4.0	955.0	3.6	Outcome2	-0.21	9.9	0.0	No		10.1075877689694				ShowChoice	Gain
9.0	1	130.766	0.012	201.427	9.9	-0.1	12.7787	1.0	955.0	3.6	Outcome2	-0.21	9.9	0.0	No		10.1075877689694				ShowResult	Gain
9.0	1	131.785	0.019	202.446	9.9	-0.1	12.7787	2.0	955.0	3.6	Outcome2	-0.21	9.9	0.0	No		10.1075877689694				ISITrial	Gain
10.0	1	133.808	0.023	204.469	11.5	0.48	14.2162	3.0	955.0	2.8	Outcome1	11.5	0.95	4000.0	Yes	2.0	10.545866364665901	1.092	134.9		GetAnswer	Loss
10.0	1	134.911	0.011	205.572	11.5	0.48	14.2162	4.0	955.0	2.8	Outcome1	11.5	0.95	4000.0	Yes		10.545866364665901				ShowChoice	Loss
10.0	1	138.923	0.012	209.584	11.5	0.48	14.2162	1.0	955.0	2.8	Outcome1	11.5	0.95	4000.0	Yes		10.545866364665901				ShowResult	Loss
10.0	1	139.943	0.02	210.604	11.5	0.48	14.2162	2.0	955.0	2.8	Outcome1	11.5	0.95	4000.0	Yes		10.545866364665901				ISITrial	Loss
10.0	1	145.994	0.028	216.655	11.5	0.48	14.2162	2.773	955.0	2.8	Outcome1	11.5	0.95	4000.0	Yes		10.545866364665901			680.0	TrialHappiness	Loss
10.0	1	150.006	4.012	220.667	11.5	0.48	14.2162	8.0	955.0	2.8	Outcome1	11.5	0.95	4000.0	Yes		10.545866364665901				ISIRate	Loss
11.0	1	158.03	0.024	228.691	-0.49	-0.49	14.1549	3.0	955.0	4.2	Certain	-0.98	8.1	0.0	No	4.0	9.08154020385051	1.654	159.684		GetAnswer	Gain
11.0	1	159.702	0.018	230.363	-0.49	-0.49	14.1549	4.0	955.0	4.2	Certain	-0.98	8.1	0.0	No		9.08154020385051				ShowChoice	Gain
11.0	1	163.714	0.012	234.375	-0.49	-0.49	14.1549	1.0	955.0	4.2	Certain	-0.98	8.1	0.0	No		9.08154020385051				ShowResult	Gain
11.0	1	164.734	0.02	235.395	-0.49	-0.49	14.1549	3.324	955.0	4.2	Certain	-0.98	8.1	0.0	No		9.08154020385051				ISITrial	Gain
12.0	1	168.077	0.019	238.738	-5.0	-5.0	13.5299	3.0	955.0	0.66	Certain	-0.7	-10.09	2618.75	Yes	4.0	9.39297848244621	2.146	170.223		GetAnswer	Mixed
12.0	1	170.234	0.011	240.895	-5.0	-5.0	13.5299	4.0	955.0	0.66	Certain	-0.7	-10.09	2618.75	Yes		9.39297848244621				ShowChoice	Mixed
12.0	1	174.246	0.012	244.907	-5.0	-5.0	13.5299	1.0	955.0	0.66	Certain	-0.7	-10.09	2618.75	Yes		9.39297848244621				ShowResult	Mixed
12.0	1	175.265	0.019	245.926	-5.0	-5.0	13.5299	6.642	955.0	0.66	Certain	-0.7	-10.09	2618.75	Yes		9.39297848244621				ISITrial	Mixed
12.0	1	184.56	0.022	255.221	-5.0	-5.0	13.5299	1.574	955.0	0.66	Certain	-0.7	-10.09	2618.75	Yes		9.39297848244621			596.0	TrialHappiness	Mixed
12.0	1	188.572	4.012	259.233	-5.0	-5.0	13.5299	2.475	955.0	0.66	Certain	-0.7	-10.09	2618.75	Yes		9.39297848244621				ISIRate	Mixed
13.0	1	191.063	0.016	261.724	-1.1	-6.0	13.3924	3.0	955.0	0.4	Outcome1	-1.1	-12.23	0.0	No	2.0	11.1313703284258	1.786	192.849		GetAnswer	Mixed
13.0	1	192.868	0.019	263.529	-1.1	-6.0	13.3924	4.0	955.0	0.4	Outcome1	-1.1	-12.23	0.0	No		11.1313703284258				ShowChoice	Mixed
13.0	1	196.88	0.012	267.541	-1.1	-6.0	13.3924	1.0	955.0	0.4	Outcome1	-1.1	-12.23	0.0	No		11.1313703284258				ShowResult	Mixed
13.0	1	197.9	0.02	268.561	-1.1	-6.0	13.3924	3.48	955.0	0.4	Outcome1	-1.1	-12.23	0.0	No		11.1313703284258				ISITrial	Mixed
14.0	1	201.41	0.03	272.071	-3.0	-3.0	13.0174	3.0	955.0	0.2	Certain	-9.04	2.5	0.0	No	4.0	11.5379388448471	1.931	203.341		GetAnswer	Mixed
14.0	1	203.366	0.025	274.027	-3.0	-3.0	13.0174	4.0	955.0	0.2	Certain	-9.04	2.5	0.0	No		11.5379388448471				ShowChoice	Mixed
14.0	1	207.378	0.012	278.039	-3.0	-3.0	13.0174	1.0	955.0	0.2	Certain	-9.04	2.5	0.0	No		11.5379388448471				ShowResult	Mixed
14.0	1	208.398	0.02	279.059	-3.0	-3.0	13.0174	5.019	955.0	0.2	Certain	-9.04	2.5	0.0	No		11.5379388448471				ISITrial	Mixed
15.0	1	213.446	0.029	284.107	-0.5	-6.0	12.9549	3.0	955.0	0.82	Outcome2	-12.44	-0.5	3348.5	Yes	2.0	11.944507361268402	1.913	215.359		GetAnswer	Mixed
15.0	1	215.385	0.026	286.046	-0.5	-6.0	12.9549	4.0	955.0	0.82	Outcome2	-12.44	-0.5	3348.5	Yes		11.944507361268402				ShowChoice	Mixed
15.0	1	219.397	0.012	290.058	-0.5	-6.0	12.9549	1.0	955.0	0.82	Outcome2	-12.44	-0.5	3348.5	Yes		11.944507361268402				ShowResult	Mixed
15.0	1	220.417	0.02	291.078	-0.5	-6.0	12.9549	7.614	955.0	0.82	Outcome2	-12.44	-0.5	3348.5	Yes		11.944507361268402				ISITrial	Mixed
15.0	1	231.433	0.028	302.094	-0.5	-6.0	12.9549	2.052	955.0	0.82	Outcome2	-12.44	-0.5	3348.5	Yes		11.944507361268402			624.0	TrialHappiness	Mixed
15.0	1	235.445	4.012	306.106	-0.5	-6.0	12.9549	5.394	955.0	0.82	Outcome2	-12.44	-0.5	3348.5	Yes		11.944507361268402				ISIRate	Mixed
16.0	1	240.861	0.022	311.522	10.7	-0.59	14.2924	3.0	955.0	1.82	Outcome2	-1.18	10.7	0.0	No	2.0	11.875424688561699	1.477	242.338		GetAnswer	Loss
16.0	1	242.366	0.028	313.027	10.7	-0.59	14.2924	4.0	955.0	1.82	Outcome2	-1.18	10.7	0.0	No		11.875424688561699				ShowChoice	Loss
16.0	1	246.378	0.012	317.039	10.7	-0.59	14.2924	1.0	955.0	1.82	Outcome2	-1.18	10.7	0.0	No		11.875424688561699				ShowResult	Loss
16.0	1	247.398	0.02	318.059	10.7	-0.59	14.2924	3.008	955.0	1.82	Outcome2	-1.18	10.7	0.0	No		11.875424688561699				ISITrial	Loss
17.0	1	250.423	0.017	321.084	4.6	2.3	14.8674	3.0	955.0	1.68	Outcome1	4.6	6.5	3041.5	Yes	2.0	-1.89552661381653	0.975	251.398		GetAnswer	Gain
17.0	1	251.41	0.012	322.071	4.6	2.3	14.8674	4.0	955.0	1.68	Outcome1	4.6	6.5	3041.5	Yes		-1.89552661381653				ShowChoice	Gain
17.0	1	255.422	0.012	326.083	4.6	2.3	14.8674	1.0	955.0	1.68	Outcome1	4.6	6.5	3041.5	Yes		-1.89552661381653				ShowResult	Gain
17.0	1	256.441	0.019	327.102	4.6	2.3	14.8674	3.566	955.0	1.68	Outcome1	4.6	6.5	3041.5	Yes		-1.89552661381653				ISITrial	Gain
17.0	1	263.078	0.017	333.739	4.6	2.3	14.8674	2.882	955.0	1.68	Outcome1	4.6	6.5	3041.5	Yes		-1.89552661381653			680.0	TrialHappiness	Gain
17.0	1	267.09	4.012	337.751	4.6	2.3	14.8674	4.166	955.0	1.68	Outcome1	4.6	6.5	3041.5	Yes		-1.89552661381653				ISIRate	Gain
18.0	1	271.286	0.03	341.947	-0.3	-6.0	14.8299	3.0	955.0	1.0	Outcome2	-11.97	-0.3	0.0	No	2.0	11.673839184598	1.656	272.942		GetAnswer	Mixed
18.0	1	272.957	0.014	343.618	-0.3	-6.0	14.8299	4.0	955.0	1.0	Outcome2	-11.97	-0.3	0.0	No		11.673839184598				ShowChoice	Mixed
