trial_number	block	onset	onset_delay	onset_unadjusted	amount_change	certain_amount	current_amount	duration	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
	0	-27.78	0.019	51.052				-0.001								{SPACE}		1.362	-26.418		Welcome	
	0	-26.39	0.028	52.442				5.0													LifeHappyPreview	
	0	-21.358	0.032	57.474				4.672												744.0	LifeHappiness	
	0	-14.07	0.028	64.762				4.0													BlockHappyPreview	
	0	-10.058	0.012	68.774				2.443												628.0	BlockStartHappiness	
	0	-4.458	0.024	74.374				-0.001								5.0					ScanWait	
	1	0.022	0.022	78.854				10.0													GetReady	
1.0	1	10.052	0.03	88.884	3.3	0.0	10.4125	3.0	955.0	0.66	Outcome2	-2.25	3.3	0.0	No	2.0	5.5549263873159695	1.696	11.748		GetAnswer	Mixed
1.0	1	11.774	0.026	90.606	3.3	0.0	10.4125	4.0	955.0	0.66	Outcome2	-2.25	3.3	0.0	No		5.5549263873159695				ShowChoice	Mixed
1.0	1	15.786	0.012	94.618	3.3	0.0	10.4125	1.0	955.0	0.66	Outcome2	-2.25	3.3	0.0	No		5.5549263873159695				ShowResult	Mixed
1.0	1	16.806	0.02	95.638	3.3	0.0	10.4125	2.431	955.0	0.66	Outcome2	-2.25	3.3	0.0	No		5.5549263873159695				ISITrial	Mixed
2.0	1	19.263	0.026	98.095	9.14	4.57	11.555	3.0	955.0	1.68	Outcome2	10.5	9.14	0.0	No	2.0	-1.35787089467724	1.783	21.046		GetAnswer	Loss
2.0	1	21.068	0.022	99.9	9.14	4.57	11.555	4.0	955.0	1.68	Outcome2	10.5	9.14	0.0	No		-1.35787089467724				ShowChoice	Loss
2.0	1	25.08	0.012	103.912	9.14	4.57	11.555	1.0	955.0	1.68	Outcome2	10.5	9.14	0.0	No		-1.35787089467724				ShowResult	Loss
2.0	1	26.1	0.02	104.932	9.14	4.57	11.555	4.568	955.0	1.68	Outcome2	10.5	9.14	0.0	No		-1.35787089467724				ISITrial	Loss
3.0	1	30.697	0.029	109.529	-1.89	-1.0	11.3188	3.0	955.0	0.82	Outcome1	-1.89	-0.5	2868.0	Yes		-1.38873159682899				GetAnswer	Mixed
3.0	1	33.723	0.026	112.555	-1.89	-1.0	11.3188	4.0	955.0	0.82	Outcome1	-1.89	-0.5	2868.0	Yes		-1.38873159682899				ShowChoice	Mixed
3.0	1	37.752	0.029	116.584	-1.89	-1.0	11.3188	1.0	955.0	0.82	Outcome1	-1.89	-0.5	2868.0	Yes		-1.38873159682899				ShowResult	Mixed
3.0	1	38.771	0.019	117.603	-1.89	-1.0	11.3188	3.243	955.0	0.82	Outcome1	-1.89	-0.5	2868.0	Yes		-1.38873159682899				ISITrial	Mixed
3.0	1	44.923	0.024	123.755	-1.89	-1.0	11.3188	1.688	955.0	0.82	Outcome1	-1.89	-0.5	2868.0	Yes		-1.38873159682899			596.0	TrialHappiness	Mixed
3.0	1	48.952	4.029	127.784	-1.89	-1.0	11.3188	3.472	955.0	0.82	Outcome1	-1.89	-0.5	2868.0	Yes		-1.38873159682899				ISIRate	Mixed
4.0	1	52.446	0.022	131.278	5.3	1.0	11.9813	3.0	955.0	2.48	Outcome1	5.3	-1.91	0.0	No	2.0	7.209513023782559	1.61	54.056		GetAnswer	Gain
4.0	1	54.084	0.028	132.916	5.3	1.0	11.9813	4.0	955.0	2.48	Outcome1	5.3	-1.91	0.0	No		7.209513023782559				ShowChoice	Gain
4.0	1	58.113	0.029	136.945	5.3	1.0	11.9813	1.0	955.0	2.48	Outcome1	5.3	-1.91	0.0	No		7.209513023782559				ShowResult	Gain
4.0	1	59.132	0.019	137.964	5.3	1.0	11.9813	2.011	955.0	2.48	Outcome1	5.3	-1.91	0.0	No		7.209513023782559				ISITrial	Gain
5.0	1	61.172	0.029	140.004	6.9	-0.36	12.8438	3.0	955.0	2.0	Outcome2	-0.72	6.9	2582.5	Yes	2.0	7.616081540203849	2.061	63.233		GetAnswer	Gain
5.0	1	63.261	0.028	142.093	6.9	-0.36	12.8438	4.0	955.0	2.0	Outcome2	-0.72	6.9	2582.5	Yes		7.616081540203849				ShowChoice	Gain
5.0	1	67.273	0.012	146.105	6.9	-0.36	12.8438	1.0	955.0	2.0	Outcome2	-0.72	6.9	2582.5	Yes		7.616081540203849				ShowResult	Gain
5.0	1	68.293	0.02	147.125	6.9	-0.36	12.8438	5.129	955.0	2.0	Outcome2	-0.72	6.9	2582.5	Yes		7.616081540203849				ISITrial	Gain
5.0	1	76.05	0.026	154.882	6.9	-0.36	12.8438	3.283	955.0	2.0	Outcome2	-0.72	6.9	2582.5	Yes	2{-2}4{-4}	7.616081540203849	3.283	79.333	640.0	TrialHappiness	Gain
5.0	1	80.078	4.028	158.91	6.9	-0.36	12.8438	2.33	955.0	2.0	Outcome2	-0.72	6.9	2582.5	Yes		7.616081540203849				ISIRate	Gain
6.0	1	82.435	0.027	161.267	10.1	1.41	14.1063	3.0	955.0	4.2	Outcome2	2.82	10.1	0.0	No	2.0	7.2751981879954695	2.102	84.537		GetAnswer	Gain
6.0	1	84.558	0.021	163.39	10.1	1.41	14.1063	4.0	955.0	4.2	Outcome2	2.82	10.1	0.0	No		7.2751981879954695				ShowChoice	Gain
6.0	1	88.587	0.029	167.419	10.1	1.41	14.1063	1.0	955.0	4.2	Outcome2	2.82	10.1	0.0	No		7.2751981879954695				ShowResult	Gain
6.0	1	89.607	0.02	168.439	10.1	1.41	14.1063	6.232	955.0	4.2	Outcome2	2.82	10.1	0.0	No		7.2751981879954695				ISITrial	Gain
7.0	1	95.859	0.02	174.691	-1.3	-5.0	13.9438	3.0	955.0	0.3	Outcome2	-8.93	-1.3	0.0	No	2.0	7.63193657984145	1.951	97.81		GetAnswer	Mixed
7.0	1	97.831	0.021	176.663	-1.3	-5.0	13.9438	4.0	955.0	0.3	Outcome2	-8.93	-1.3	0.0	No		7.63193657984145				ShowChoice	Mixed
7.0	1	101.843	0.012	180.675	-1.3	-5.0	13.9438	1.0	955.0	0.3	Outcome2	-8.93	-1.3	0.0	No		7.63193657984145				ShowResult	Mixed
7.0	1	102.863	0.02	181.695	-1.3	-5.0	13.9438	2.305	955.0	0.3	Outcome2	-8.93	-1.3	0.0	No		7.63193657984145				ISITrial	Mixed
8.0	1	105.187	0.019	184.019	1.3	-2.0	14.1063	3.0	955.0	0.66	Outcome1	1.3	-6.69	3112.5	Yes	2.0	7.988674971687431	1.962	107.149		GetAnswer	Mixed
8.0	1	107.176	0.027	186.008	1.3	-2.0	14.1063	4.0	955.0	0.66	Outcome1	1.3	-6.69	3112.5	Yes		7.988674971687431				ShowChoice	Mixed
8.0	1	111.205	0.029	190.037	1.3	-2.0	14.1063	1.0	955.0	0.66	Outcome1	1.3	-6.69	3112.5	Yes		7.988674971687431				ShowResult	Mixed
8.0	1	112.224	0.019	191.056	1.3	-2.0	14.1063	3.506	955.0	0.66	Outcome1	1.3	-6.69	3112.5	Yes		7.988674971687431				ISITrial	Mixed
8.0	1	118.894	0.03	197.726	1.3	-2.0	14.1063	3.735	955.0	0.66	Outcome1	1.3	-6.69	3112.5	Yes	2{-2}2{-2}4{-4}4{-4}4{-4}	7.988674971687431	3.735	122.629	772.0	TrialHappiness	Mixed
8.0	1	122.923	4.029	201.755	1.3	-2.0	14.1063	4.45	955.0	0.66	Outcome1	1.3	-6.69	3112.5	Yes		7.988674971687431				ISIRate	Mixed
9.0	1	127.403	0.03	206.235	13.9	3.9	15.8438	3.0	955.0	3.6	Outcome1	13.9	7.8	0.0	No	2.0	6.1030577576444	1.521	128.924		GetAnswer	Loss
9.0	1	128.941	0.017	207.773	13.9	3.9	15.8438	4.0	955.0	3.6	Outcome1	13.9	7.8	0.0	No		6.1030577576444				ShowChoice	Loss
9.0	1	132.97	0.029	211.802	13.9	3.9	15.8438	1.0	955.0	3.6	Outcome1	13.9	7.8	0.0	No		6.1030577576444				ShowResult	Loss
9.0	1	133.989	0.019	212.821	13.9	3.9	15.8438	2.0	955.0	3.6	Outcome1	13.9	7.8	0.0	No		6.1030577576444				ISITrial	Loss
10.0	1	136.012	0.023	214.844	2.7	0.0	16.1813	3.0	955.0	0.3	Outcome1	2.7	-3.61	4000.0	Yes	2.0	6.310305775764441	1.413	137.425		GetAnswer	Mixed
10.0	1	137.45	0.025	216.282	2.7	0.0	16.1813	4.0	955.0	0.3	Outcome1	2.7	-3.61	4000.0	Yes		6.310305775764441				ShowChoice	Mixed
10.0	1	141.479	0.029	220.311	2.7	0.0	16.1813	1.0	955.0	0.3	Outcome1	2.7	-3.61	4000.0	Yes		6.310305775764441				ShowResult	Mixed
10.0	1	142.498	0.019	221.33	2.7	0.0	16.1813	2.0	955.0	0.3	Outcome1	2.7	-3.61	4000.0	Yes		6.310305775764441				ISITrial	Mixed
10.0	1	148.55	0.029	227.382	2.7	0.0	16.1813	2.732	955.0	0.3	Outcome1	2.7	-3.61	4000.0	Yes		6.310305775764441			748.0	TrialHappiness	Mixed
10.0	1	152.578	4.028	231.41	2.7	0.0	16.1813	8.0	955.0	0.3	Outcome1	2.7	-3.61	4000.0	Yes		6.310305775764441				ISIRate	Mixed
11.0	1	160.602	0.024	239.434	12.5	2.78	17.7438	3.0	955.0	1.68	Outcome2	5.57	12.5	0.0	No	2.0	6.92525481313703	1.343	161.945		GetAnswer	Loss
11.0	1	161.973	0.028	240.805	12.5	2.78	17.7438	4.0	955.0	1.68	Outcome2	5.57	12.5	0.0	No		6.92525481313703				ShowChoice	Loss
11.0	1	165.985	0.012	244.817	12.5	2.78	17.7438	1.0	955.0	1.68	Outcome2	5.57	12.5	0.0	No		6.92525481313703				ShowResult	Loss
11.0	1	167.005	0.02	245.837	12.5	2.78	17.7438	3.324	955.0	1.68	Outcome2	5.57	12.5	0.0	No		6.92525481313703				ISITrial	Loss
12.0	1	170.348	0.019	249.18	3.76	1.88	18.2138	3.0	955.0	2.0	Outcome2	4.9	3.76	2618.75	Yes	2.0	-1.14363910909777	1.554	171.902		GetAnswer	Gain
12.0	1	171.92	0.018	250.752	3.76	1.88	18.2138	4.0	955.0	2.0	Outcome2	4.9	3.76	2618.75	Yes		-1.14363910909777				ShowChoice	Gain
12.0	1	175.948	0.028	254.78	3.76	1.88	18.2138	1.0	955.0	2.0	Outcome2	4.9	3.76	2618.75	Yes		-1.14363910909777				ShowResult	Gain
12.0	1	176.968	0.02	255.8	3.76	1.88	18.2138	6.642	955.0	2.0	Outcome2	4.9	3.76	2618.75	Yes		-1.14363910909777				ISITrial	Gain
12.0	1	186.279	0.022	265.111	3.76	1.88	18.2138	3.284	955.0	2.0	Outcome2	4.9	3.76	2618.75	Yes		-1.14363910909777			760.0	TrialHappiness	Gain
12.0	1	190.308	4.029	269.14	3.76	1.88	18.2138	2.475	955.0	2.0	Outcome2	4.9	3.76	2618.75	Yes		-1.14363910909777				ISIRate	Gain
13.0	1	192.815	0.032	271.647	13.1	2.96	19.8513	3.0	955.0	2.22	Outcome1	13.1	5.91	0.0	No	2.0	7.19026047565119	1.177	193.992		GetAnswer	Loss
13.0	1	194.019	0.027	272.851	13.1	2.96	19.8513	4.0	955.0	2.22	Outcome1	13.1	5.91	0.0	No		7.19026047565119				ShowChoice	Loss
13.0	1	198.031	0.012	276.863	13.1	2.96	19.8513	1.0	955.0	2.22	Outcome1	13.1	5.91	0.0	No		7.19026047565119				ShowResult	Loss
13.0	1	199.051	0.02	277.883	13.1	2.96	19.8513	3.48	955.0	2.22	Outcome1	13.1	5.91	0.0	No		7.19026047565119				ISITrial	Loss
14.0	1	202.561	0.03	281.393	2.0	2.0	20.1013	3.0	955.0	3.6	Certain	-1.51	5.9	0.0	No	4.0	7.4110985277463195	1.597	204.158		GetAnswer	Gain
14.0	1	204.183	0.025	283.015	2.0	2.0	20.1013	4.0	955.0	3.6	Certain	-1.51	5.9	0.0	No		7.4110985277463195				ShowChoice	Gain
14.0	1	208.211	0.028	287.043	2.0	2.0	20.1013	1.0	955.0	3.6	Certain	-1.51	5.9	0.0	No		7.4110985277463195				ShowResult	Gain
14.0	1	209.231	0.02	288.063	2.0	2.0	20.1013	5.019	955.0	3.6	Certain	-1.51	5.9	0.0	No		7.4110985277463195				ISITrial	Gain
15.0	1	214.28	0.03	293.112	9.7	1.03	21.3138	3.0	955.0	3.16	Outcome2	2.07	9.7	3348.5	Yes	2.0	7.63193657984145	1.363	215.643		GetAnswer	Gain
15.0	1	215.667	0.024	294.499	9.7	1.03	21.3138	4.0	955.0	3.16	Outcome2	2.07	9.7	3348.5	Yes		7.63193657984145				ShowChoice	Gain
15.0	1	219.679	0.012	298.511	9.7	1.03	21.3138	1.0	955.0	3.16	Outcome2	2.07	9.7	3348.5	Yes		7.63193657984145				ShowResult	Gain
15.0	1	220.699	0.02	299.531	9.7	1.03	21.3138	7.614	955.0	3.16	Outcome2	2.07	9.7	3348.5	Yes		7.63193657984145				ISITrial	Gain
15.0	1	231.715	0.029	310.547	9.7	1.03	21.3138	2.448	955.0	3.16	Outcome2	2.07	9.7	3348.5	Yes		7.63193657984145			792.0	TrialHappiness	Gain
15.0	1	235.727	4.012	314.559	9.7	1.03	21.3138	5.394	955.0	3.16	Outcome2	2.07	9.7	3348.5	Yes		7.63193657984145				ISIRate	Gain
16.0	1	241.143	0.022	319.975	-4.0	-4.0	20.8138	3.0	955.0	1.0	Certain	-0.3	-7.61	0.0	No	4.0	7.3091732729331795	2.005	243.148		GetAnswer	Mixed
16.0	1	243.166	0.018	321.998	-4.0	-4.0	20.8138	4.0	955.0	1.0	Certain	-0.3	-7.61	0.0	No		7.3091732729331795				ShowChoice	Mixed
16.0	1	247.178	0.012	326.01	-4.0	-4.0	20.8138	1.0	955.0	1.0	Certain	-0.3	-7.61	0.0	No		7.3091732729331795				ShowResult	Mixed
16.0	1	248.198	0.02	327.03	-4.0	-4.0	20.8138	3.008	955.0	1.0	Certain	-0.3	-7.61	0.0	No		7.3091732729331795				ISITrial	Mixed
17.0	1	251.223	0.017	330.055	2.3	-1.0	21.1013	3.0	955.0	2.0	Outcome2	-5.19	2.3	3041.5	Yes	2.0	7.49377123442809	1.926	253.149		GetAnswer	Mixed
