trial_number	block	onset	onset_delay	onset_unadjusted	amount_change	certain_amount	current_amount	duration	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
	0	-30.95	0.017	19.91				-0.001								{SPACE}		3.385	-27.565		Welcome	
	0	-27.552	0.013	23.308				5.0													LifeHappyPreview	
	0	-22.521	0.031	28.339				1.495												872.0	LifeHappiness	
	0	-17.422	0.015	33.438				4.0													BlockHappyPreview	
	0	-13.41	0.012	37.45				1.109												720.0	BlockStartHappiness	
	0	-1.742	0.015	49.118				-0.001								5.0					ScanWait	
	1	0.014	0.014	50.874				10.0													GetReady	
1.0	1	10.044	0.03	60.904	12.5	4.26	11.5625	3.0	955.0	1.68	Outcome2	8.51	12.5	0.0	No	2.0	3.9920724801812	1.293	11.337		GetAnswer	Loss
1.0	1	11.364	0.027	62.224	12.5	4.26	11.5625	4.0	955.0	1.68	Outcome2	8.51	12.5	0.0	No		3.9920724801812				ShowChoice	Loss
1.0	1	15.376	0.012	66.236	12.5	4.26	11.5625	1.0	955.0	1.68	Outcome2	8.51	12.5	0.0	No		3.9920724801812				ShowResult	Loss
1.0	1	16.396	0.02	67.256	12.5	4.26	11.5625	2.431	955.0	1.68	Outcome2	8.51	12.5	0.0	No		3.9920724801812				ISITrial	Loss
2.0	1	18.854	0.027	69.714	2.72	1.36	11.9025	3.0	955.0	1.0	Outcome1	2.72	3.7	0.0	No	2.0	-0.9758399395998492	1.223	20.077		GetAnswer	Mixed
2.0	1	20.107	0.029	70.967	2.72	1.36	11.9025	4.0	955.0	1.0	Outcome1	2.72	3.7	0.0	No		-0.9758399395998492				ShowChoice	Mixed
2.0	1	24.119	0.012	74.979	2.72	1.36	11.9025	1.0	955.0	1.0	Outcome1	2.72	3.7	0.0	No		-0.9758399395998492				ShowResult	Mixed
2.0	1	25.139	0.02	75.999	2.72	1.36	11.9025	4.568	955.0	1.0	Outcome1	2.72	3.7	0.0	No		-0.9758399395998492				ISITrial	Mixed
3.0	1	29.736	0.029	80.596	11.5	3.49	13.34	3.0	955.0	2.8	Outcome1	11.5	6.98	2868.0	Yes	2.0	4.524348810872031	1.258	30.994		GetAnswer	Loss
3.0	1	31.023	0.029	81.883	11.5	3.49	13.34	4.0	955.0	2.8	Outcome1	11.5	6.98	2868.0	Yes		4.524348810872031				ShowChoice	Loss
3.0	1	35.035	0.012	85.895	11.5	3.49	13.34	1.0	955.0	2.8	Outcome1	11.5	6.98	2868.0	Yes		4.524348810872031				ShowResult	Loss
3.0	1	36.055	0.02	86.915	11.5	3.49	13.34	3.243	955.0	2.8	Outcome1	11.5	6.98	2868.0	Yes		4.524348810872031				ISITrial	Loss
3.0	1	42.207	0.024	93.067	11.5	3.49	13.34	0.891	955.0	2.8	Outcome1	11.5	6.98	2868.0	Yes		4.524348810872031			664.0	TrialHappiness	Loss
3.0	1	46.236	4.029	97.096	11.5	3.49	13.34	3.472	955.0	2.8	Outcome1	11.5	6.98	2868.0	Yes		4.524348810872031				ISIRate	Loss
4.0	1	49.729	0.021	100.589	0.0	0.0	13.34	3.0	955.0	0.4	Certain	-2.84	2.9	0.0	No	4.0	5.741789354473389	2.942	52.671		GetAnswer	Mixed
4.0	1	52.688	0.017	103.548	0.0	0.0	13.34	4.0	955.0	0.4	Certain	-2.84	2.9	0.0	No		5.741789354473389				ShowChoice	Mixed
4.0	1	56.717	0.029	107.577	0.0	0.0	13.34	1.0	955.0	0.4	Certain	-2.84	2.9	0.0	No		5.741789354473389				ShowResult	Mixed
4.0	1	57.737	0.02	108.597	0.0	0.0	13.34	2.011	955.0	0.4	Certain	-2.84	2.9	0.0	No		5.741789354473389				ISITrial	Mixed
5.0	1	59.776	0.028	110.636	-0.9	-4.0	13.2275	3.0	955.0	0.52	Outcome1	-0.9	-6.97	2582.5	Yes		6.0713476783692				GetAnswer	Mixed
5.0	1	62.802	0.026	113.662	-0.9	-4.0	13.2275	4.0	955.0	0.52	Outcome1	-0.9	-6.97	2582.5	Yes		6.0713476783692				ShowChoice	Mixed
5.0	1	66.831	0.029	117.691	-0.9	-4.0	13.2275	1.0	955.0	0.52	Outcome1	-0.9	-6.97	2582.5	Yes		6.0713476783692				ShowResult	Mixed
5.0	1	67.85	0.019	118.71	-0.9	-4.0	13.2275	5.129	955.0	0.52	Outcome1	-0.9	-6.97	2582.5	Yes		6.0713476783692				ISITrial	Mixed
5.0	1	75.607	0.026	126.467	-0.9	-4.0	13.2275	1.244	955.0	0.52	Outcome1	-0.9	-6.97	2582.5	Yes		6.0713476783692			584.0	TrialHappiness	Mixed
5.0	1	79.619	4.012	130.479	-0.9	-4.0	13.2275	2.33	955.0	0.52	Outcome1	-0.9	-6.97	2582.5	Yes		6.0713476783692				ISIRate	Mixed
6.0	1	81.976	0.027	132.836	-2.0	-2.0	12.9775	3.0	955.0	1.0	Certain	1.7	-6.06	0.0	No	4.0	7.7599093997735	1.79	83.766		GetAnswer	Mixed
6.0	1	83.782	0.016	134.642	-2.0	-2.0	12.9775	4.0	955.0	1.0	Certain	1.7	-6.06	0.0	No		7.7599093997735				ShowChoice	Mixed
