trial_number	block	onset	onset_delay	onset_unadjusted	amount_change	certain_amount	current_amount	duration	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
	0	-47.605	0.034	28.483				-0.001								{SPACE}		4.065	-43.54		Welcome	
	0	-43.509	0.031	32.579				5.0													LifeHappyPreview	
	0	-38.478	0.031	37.61				3.283												952.0	LifeHappiness	
	0	-19.972	0.017	56.116				4.0													BlockHappyPreview	
	0	-15.961	0.011	60.127				2.005												848.0	BlockStartHappiness	
	0	-8.772	0.017	67.316				-0.001								5.0					ScanWait	
	1	0.021	0.021	76.109				10.0													GetReady	
1.0	1	10.051	0.03	86.139	5.5	1.84	10.6875	3.0	955.0	2.8	Outcome1	5.5	3.68	0.0	No	2.0	1.8176670441676102	0.973	11.024		GetAnswer	Gain
1.0	1	11.054	0.029	87.142	5.5	1.84	10.6875	4.0	955.0	2.8	Outcome1	5.5	3.68	0.0	No		1.8176670441676102				ShowChoice	Gain
1.0	1	15.082	0.028	91.17	5.5	1.84	10.6875	1.0	955.0	2.8	Outcome1	5.5	3.68	0.0	No		1.8176670441676102				ShowResult	Gain
1.0	1	16.102	0.02	92.19	5.5	1.84	10.6875	2.431	955.0	2.8	Outcome1	5.5	3.68	0.0	No		1.8176670441676102				ISITrial	Gain
2.0	1	18.559	0.026	94.647	4.9	1.48	11.3	3.0	955.0	2.0	Outcome2	2.96	4.9	0.0	No	2.0	1.93884484711212	0.994	19.553		GetAnswer	Gain
2.0	1	19.579	0.026	95.667	4.9	1.48	11.3	4.0	955.0	2.0	Outcome2	2.96	4.9	0.0	No		1.93884484711212				ShowChoice	Gain
2.0	1	23.591	0.012	99.679	4.9	1.48	11.3	1.0	955.0	2.0	Outcome2	2.96	4.9	0.0	No		1.93884484711212				ShowResult	Gain
2.0	1	24.611	0.02	100.699	4.9	1.48	11.3	4.568	955.0	2.0	Outcome2	2.96	4.9	0.0	No		1.93884484711212				ISITrial	Gain
3.0	1	29.208	0.029	105.296	6.7	2.32	12.1375	3.0	955.0	1.82	Outcome1	6.7	4.64	2868.0	Yes	2.0	2.06002265005663	1.055	30.263		GetAnswer	Gain
3.0	1	30.278	0.015	106.366	6.7	2.32	12.1375	4.0	955.0	1.82	Outcome1	6.7	4.64	2868.0	Yes		2.06002265005663				ShowChoice	Gain
3.0	1	34.306	0.028	110.394	6.7	2.32	12.1375	1.0	955.0	1.82	Outcome1	6.7	4.64	2868.0	Yes		2.06002265005663				ShowResult	Gain
3.0	1	35.326	0.02	111.414	6.7	2.32	12.1375	3.243	955.0	1.82	Outcome1	6.7	4.64	2868.0	Yes		2.06002265005663				ISITrial	Gain
3.0	1	41.478	0.024	117.566	6.7	2.32	12.1375	3.863	955.0	1.82	Outcome1	6.7	4.64	2868.0	Yes		2.06002265005663			872.0	TrialHappiness	Gain
3.0	1	45.506	4.028	121.594	6.7	2.32	12.1375	3.472	955.0	1.82	Outcome1	6.7	4.64	2868.0	Yes		2.06002265005663				ISIRate	Gain
4.0	1	49.0	0.022	125.088	8.7	3.46	13.225	3.0	955.0	1.82	Outcome2	6.93	8.7	0.0	No	2.0	1.7734994337485803	1.124	50.124		GetAnswer	Gain
4.0	1	50.154	0.03	126.242	8.7	3.46	13.225	4.0	955.0	1.82	Outcome2	6.93	8.7	0.0	No		1.7734994337485803				ShowChoice	Gain
4.0	1	54.182	0.028	130.27	8.7	3.46	13.225	1.0	955.0	1.82	Outcome2	6.93	8.7	0.0	No		1.7734994337485803				ShowResult	Gain
4.0	1	55.202	0.02	131.29	8.7	3.46	13.225	2.011	955.0	1.82	Outcome2	6.93	8.7	0.0	No		1.7734994337485803				ISITrial	Gain
5.0	1	57.241	0.028	133.329	13.5	5.82	14.9125	3.0	955.0	2.8	Outcome2	11.63	13.5	2582.5	Yes	2.0	1.8674971687429198	1.153	58.394		GetAnswer	Loss
5.0	1	58.412	0.018	134.5	13.5	5.82	14.9125	4.0	955.0	2.8	Outcome2	11.63	13.5	2582.5	Yes		1.8674971687429198				ShowChoice	Loss
5.0	1	62.44	0.028	138.528	13.5	5.82	14.9125	1.0	955.0	2.8	Outcome2	11.63	13.5	2582.5	Yes		1.8674971687429198				ShowResult	Loss
5.0	1	63.46	0.02	139.548	13.5	5.82	14.9125	5.129	955.0	2.8	Outcome2	11.63	13.5	2582.5	Yes		1.8674971687429198				ISITrial	Loss
5.0	1	71.217	0.026	147.305	13.5	5.82	14.9125	3.166	955.0	2.8	Outcome2	11.63	13.5	2582.5	Yes		1.8674971687429198			864.0	TrialHappiness	Loss
