trial_number	block	onset	onset_delay	onset_unadjusted	amount_change	certain_amount	current_amount	duration	mood_target	multiplier	outcome	outcome1_amount	outcome2_amount	question_duration	rating	response	rpe	rt	rt_time	slider_response	trial_phase	trial_type
	0	-39.387	0.055	21.043				-0.001								{SPACE}		3.039	-36.348		Welcome	
	0	-36.327	0.021	24.103				5.0													LifeHappyPreview	
	0	-31.296	0.031	29.134				2.298												952.0	LifeHappiness	
	0	-13.292	0.017	47.138				4.0													BlockHappyPreview	
	0	-9.28	0.012	51.15				3.083								{-2}2{-2}2{-2}2{-2}		3.083	-6.197	952.0	BlockStartHappiness	
	0	-1.456	0.029	58.974				-0.001								5.0					ScanWait	
	1	0.015	0.015	60.445				10.0													GetReady	
1.0	1	10.095	0.08	70.525	11.49	5.74	11.4362	3.0	955.0	2.8	Outcome1	11.49	11.5	0.0	No	2.0	-0.0121744054360136	1.325	11.42		GetAnswer	Loss
1.0	1	11.449	0.029	71.879	11.49	5.74	11.4362	4.0	955.0	2.8	Outcome1	11.49	11.5	0.0	No		-0.0121744054360136				ShowChoice	Loss
1.0	1	15.478	0.029	75.908	11.49	5.74	11.4362	1.0	955.0	2.8	Outcome1	11.49	11.5	0.0	No		-0.0121744054360136				ShowResult	Loss
1.0	1	16.497	0.019	76.927	11.49	5.74	11.4362	2.431	955.0	2.8	Outcome1	11.49	11.5	0.0	No		-0.0121744054360136				ISITrial	Loss
2.0	1	18.955	0.027	79.385	0.0	0.0	11.4362	3.0	955.0	1.0	Certain	-0.35	-0.3	0.0	No	4.0	0.0543601359003398	1.577	20.532		GetAnswer	Mixed
2.0	1	20.56	0.028	80.99	0.0	0.0	11.4362	4.0	955.0	1.0	Certain	-0.35	-0.3	0.0	No		0.0543601359003398				ShowChoice	Mixed
2.0	1	24.588	0.028	85.018	0.0	0.0	11.4362	1.0	955.0	1.0	Certain	-0.35	-0.3	0.0	No		0.0543601359003398				ShowResult	Mixed
2.0	1	25.608	0.02	86.038	0.0	0.0	11.4362	4.568	955.0	1.0	Certain	-0.35	-0.3	0.0	No		0.0543601359003398				ISITrial	Mixed
3.0	1	30.205	0.029	90.635	8.09	4.04	12.4474	3.0	955.0	4.2	Outcome2	8.1	8.09	2868.0	Yes	2.0	-0.0127406568516421	1.247	31.452		GetAnswer	Gain
3.0	1	31.476	0.024	91.906	8.09	4.04	12.4474	4.0	955.0	4.2	Outcome2	8.1	8.09	2868.0	Yes		-0.0127406568516421				ShowChoice	Gain
3.0	1	35.504	0.028	95.934	8.09	4.04	12.4474	1.0	955.0	4.2	Outcome2	8.1	8.09	2868.0	Yes		-0.0127406568516421				ShowResult	Gain
3.0	1	36.524	0.02	96.954	8.09	4.04	12.4474	3.243	955.0	4.2	Outcome2	8.1	8.09	2868.0	Yes		-0.0127406568516421				ISITrial	Gain
3.0	1	42.676	0.024	103.106	8.09	4.04	12.4474	0.636	955.0	4.2	Outcome2	8.1	8.09	2868.0	Yes		-0.0127406568516421			512.0	TrialHappiness	Gain
3.0	1	46.688	4.012	107.118	8.09	4.04	12.4474	3.472	955.0	4.2	Outcome2	8.1	8.09	2868.0	Yes		-0.0127406568516421				ISIRate	Gain
4.0	1	50.182	0.022	110.612	-4.0	-4.0	11.9474	3.0	955.0	1.2	Certain	-7.64	-0.1	0.0	No	4.0	7.5356738391846	2.405	52.587		GetAnswer	Mixed
4.0	1	52.605	0.018	113.035	-4.0	-4.0	11.9474	4.0	955.0	1.2	Certain	-7.64	-0.1	0.0	No		7.5356738391846				ShowChoice	Mixed
4.0	1	56.634	0.029	117.064	-4.0	-4.0	11.9474	1.0	955.0	1.2	Certain	-7.64	-0.1	0.0	No		7.5356738391846				ShowResult	Mixed
4.0	1	57.654	0.02	118.084	-4.0	-4.0	11.9474	2.011	955.0	1.2	Certain	-7.64	-0.1	0.0	No		7.5356738391846				ISITrial	Mixed
5.0	1	59.693	0.028	120.123	13.1	2.53	13.5849	3.0	955.0	2.22	Outcome1	13.1	5.06	2582.5	Yes	2.0	8.03737259343148	1.028	60.721		GetAnswer	Loss
5.0	1	60.746	0.025	121.176	13.1	2.53	13.5849	4.0	955.0	2.22	Outcome1	13.1	5.06	2582.5	Yes		8.03737259343148				ShowChoice	Loss
5.0	1	64.759	0.013	125.189	13.1	2.53	13.5849	1.0	955.0	2.22	Outcome1	13.1	5.06	2582.5	Yes		8.03737259343148				ShowResult	Loss
5.0	1	65.778	0.019	126.208	13.1	2.53	13.5849	5.129	955.0	2.22	Outcome1	13.1	5.06	2582.5	Yes		8.03737259343148				ISITrial	Loss
5.0	1	73.535	0.026	133.965	13.1	2.53	13.5849	1.51	955.0	2.22	Outcome1	13.1	5.06	2582.5	Yes	2{-2}	8.03737259343148	1.51	75.045	952.0	TrialHappiness	Loss
5.0	1	77.564	4.029	137.994	13.1	2.53	13.5849	2.33	955.0	2.22	Outcome1	13.1	5.06	2582.5	Yes		8.03737259343148				ISIRate	Loss
6.0	1	79.921	0.027	140.351	13.7	6.32	15.2974	3.0	955.0	3.16	Outcome2	12.64	13.7	0.0	No	2.0	1.06455266138165	0.72	80.641		GetAnswer	Loss
6.0	1	80.656	0.015	141.086	13.7	6.32	15.2974	4.0	955.0	3.16	Outcome2	12.64	13.7	0.0	No		1.06455266138165				ShowChoice	Loss
